zipcode,streetAddress,homeStatus,homeType,latitude,longitude,yearBuilt,lotAreaValue,lotAreaUnits,livingAreaValue,livingAreaUnitsShort,garageParkingCapacity,bedrooms,bathrooms,bathroomsFull,stories,flooring,foundationDetails,heating,cooling,fireplaceFeatures,sewer,roofType,taxAssessedValue,zestimate,rentZestimate,price-historypricePerSquareFoot,price,currency,
90731,2424 S Gaffey St APT 318,RECENTLY_SOLD,CONDO,33.721897,-118.29211,1975,0.2678833792470156,Acres,1216,sqft,2,2,2,2,4,None,"[]",None,"['None']","['Living Room']","['Public Sewer']",Common Roof,100899,593400,3129,,580000,USD,
91504,7953 Via Latina,RECENTLY_SOLD,TOWNHOUSE,34.2159,-118.33578,1978,8.0297,Acres,1244,sqft,None,2,3,2,2,"['Carpet', 'Hardwood', 'Linoleum']","[]","['Central']","['Central Air']","['Living Room']",None,None,180312,583700,3614,,580000,USD,
91406,7306 Balboa Blvd UNIT B,RECENTLY_SOLD,CONDO,34.203262,-118.50037,1982,0.7263544536271809,Acres,1349,sqft,2,2,3,None,3,None,"[]","['Central']","['Central Air']","['Family Room']","['Sewer Paid']",None,436383,586100,3099,,584000,USD,
90001,706 E 80th St,RECENTLY_SOLD,SINGLE_FAMILY,33.9663,-118.26453,1941,5101,Square Feet,1082,sqft,1,3,1,1,1,None,"[]",None,"['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,219097,597500,3157,,580000,USD,
91311,10055-5 Topanga Canyon Blvd,RECENTLY_SOLD,TOWNHOUSE,34.25299,-118.60658,1980,1.9079,Acres,1049,sqft,2,2,2,2,2,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,None,587200,2800,,585000,USD,
90002,858 E 93rd St,RECENTLY_SOLD,SINGLE_FAMILY,33.95178,-118.25877,1938,5038,Square Feet,867,sqft,2,2,1,1,1,None,"[]",None,"['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,381713,587400,2796,,586000,USD,
90003,139 E 83rd St,PRE_FORECLOSURE,SINGLE_FAMILY,33.963963,-118.27248,1927,4713,Square Feet,1095,sqft,0,3,2,2,1,None,"[]","['Wall Furnace']","['None']","['Living Room']","['Public Sewer']",None,None,587800,3200,,587800,USD,
91607,5604 Rhodes Ave APT 101,RECENTLY_SOLD,CONDO,34.17248,-118.40279,1991,0.4721763085399449,Acres,1121,sqft,2,2,2,2,3,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,452896,591500,3053,,585000,USD,
90012,880 W 1st St APT 402,RECENTLY_SOLD,CONDO,34.05682,-118.25202,1982,2.8442,Acres,1327,sqft,2,2,2,2,8,"['Mixed', 'Carpet', 'Tile', 'Marble']","[]","['Central']","['Central Air']","['None']",None,None,621875,598800,3800,,586000,USD,
90034,11120 Queensland St UNIT H59,RECENTLY_SOLD,CONDO,34.023384,-118.42471,1961,4.0697,Acres,917,sqft,None,2,1,1,None,"['Porcelain', 'Hardwood', 'Vinyl Plank']","[]","['Wall']","['Wall Unit(s)']","['None']",None,None,426877,590400,3465,,580000,USD,
90023,2851 Guirado St,RECENTLY_SOLD,SINGLE_FAMILY,34.0331,-118.207466,1909,5334,Square Feet,2433,sqft,2,5,2,1,2,None,"[]",None,"['None']","['Living Room']","['Public Sewer']",None,541459,597800,4034,,580000,USD,
90023,812 Spence St,RECENTLY_SOLD,MULTI_FAMILY,34.027283,-118.197914,1920,4473.612,Square Feet,1088,sqft,2,2,2,None,1,"['Laminate']","[]","['Wall']","['Wall Unit(s)']","['None']","['In Street']",None,420992,585000,2664,,580000,USD,
90049,11750 W Sunset Blvd APT 302,RECENTLY_SOLD,CONDO,34.064026,-118.47096,1965,0.9341,Acres,703,sqft,None,1,1,1,5,"['Other']","[]","['Central']","['Air Conditioning']","['None']",None,None,581270,593100,2934,,584000,USD,
90003,200 W 107th St,RECENTLY_SOLD,SINGLE_FAMILY,33.93905,-118.27638,1926,3847,Square Feet,1300,sqft,0,3,3,3,1,None,"[]",None,"['None']","['Living Room']","['Public Sewer']",None,317031,598900,3499,,585000,USD,
90247,836 W 129th St,RECENTLY_SOLD,SINGLE_FAMILY,33.915104,-118.29067,1955,7503,Square Feet,1080,sqft,2,3,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,664020,593400,3465,,587100,USD,
91335,6800 Corbin Ave UNIT 106,RECENTLY_SOLD,CONDO,34.194103,-118.561745,2007,0.546900826446281,Acres,1290,sqft,0,2,2,2,1,"['Tile', 'Wood']","[]","['Central']","['Central Air']","['None']","['Unknown']",None,591600,591100,3300,,585000,USD,
91367,5525 Canoga Ave APT 319,RECENTLY_SOLD,CONDO,34.170403,-118.59906,1987,1.6584,Acres,1130,sqft,2,3,2,2,2,"['Carpet', 'Laminate']","[]","['Central']","['Central Air']","['Living Room']","['Sewer Paid']",None,499391,589700,3350,,585000,USD,
90048,117 S Doheny Dr APT 417,RECENTLY_SOLD,CONDO,34.074715,-118.39008,1972,0.448,Acres,793,sqft,None,1,1,1,4,"['Hardwood', 'Carpet', 'Ceramic Tile']","[]","['Radiant', 'Central']","['Wall/Window Unit(s)']","['None']",None,None,249300,589200,2997,,587000,USD,
90015,939 S Broadway APT 813,RECENTLY_SOLD,CONDO,34.041595,-118.25724,1924,0.3557851239669422,Acres,660,sqft,0,1,1,1,11,"['Tile']","[]","['Central', 'Forced Air']","['Central Air']","['None']","['Public Sewer']",None,None,589500,2299,,580000,USD,
91402,9350 Moonbeam Ave UNIT 13,RECENTLY_SOLD,TOWNHOUSE,34.24075,-118.4449,1980,0.7762396694214876,Acres,1295,sqft,2,3,3,3,3,None,"[]",None,None,"['Living Room']",None,None,206383,594100,3249,,585000,USD,
91311,10055 Topanga Canyon Blvd UNIT 5,RECENTLY_SOLD,CONDO,34.25299,-118.60659,1980,1.9288797061524334,Acres,1049,sqft,None,2,2,None,None,"[]","[]","['Other']","['Central']",None,None,None,453148,587700,2800,,585000,USD,
91311,10030 Owensmouth Ave UNIT 18,RECENTLY_SOLD,TOWNHOUSE,34.252747,-118.60105,1979,4.0363,Acres,1441,sqft,2,3,3,2,2,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,274920,589400,3394,,585000,USD,
90015,939 South Broadway,RECENTLY_SOLD,CONDO,34.041603,-118.257256,1924,0.3558310376492195,Acres,660,sqft,None,1,1,None,None,"[]","[]","['Other']","['Central']",None,None,None,549331,588600,2299,,580000,USD,
91042,7634 Kyle St,RECENTLY_SOLD,SINGLE_FAMILY,34.26438,-118.29917,1951,5502,Square Feet,854,sqft,2,2,1,1,1,None,"[]","['None']","['None']","['None']","['Unknown']",Shingle,269918,None,3069,,585000,USD,
91345,14280 San Jose St,RECENTLY_SOLD,SINGLE_FAMILY,34.26409,-118.44439,1955,7746,Square Feet,1358,sqft,2,3,2,2,1,"['Wood']","[]",None,"['Central Air']","['None']","['Public Sewer']",None,104312,606100,3699,,585000,USD,
90027,4455 Los Feliz Blvd APT 1002,RECENTLY_SOLD,CONDO,34.11248,-118.28639,1966,2.14,Acres,1000,sqft,None,1,1,None,None,None,"[]",None,None,None,None,None,739308,854200,3200,,585000,USD,
90037,708 W 53rd St,RECENTLY_SOLD,MULTI_FAMILY,33.99391,-118.28586,1917,5440,Square Feet,1734,sqft,0,4,2,None,1,"['Carpet', 'Tile']","[]","['Wall Furnace']","['Wall/Window Unit(s)']","['None']","['Unknown']",None,46523,595400,3864,,580000,USD,
90063,304 S Lorena St,RECENTLY_SOLD,MULTI_FAMILY,34.034588,-118.196396,1926,7774,Square Feet,1564,sqft,0,3,2,None,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,42116,587200,3458,,580000,USD,
90059,11328 S Wilmington Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.931675,-118.23872,2020,3293,Square Feet,1330,sqft,1,4,2,2,1,None,"[]","['Central']","['None']","['None']","['Public Sewer']",None,456735,590200,3628,,588000,USD,
91401,5420 Sylmar Ave APT 213,RECENTLY_SOLD,CONDO,34.16923,-118.44609,1989,1.3027,Acres,1172,sqft,2,2,2,2,3,"['Carpet', 'Tile']","[]","['Central', 'Natural Gas']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",None,372826,599300,2864,,582500,USD,
90002,10353 Lou Dillon Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.941505,-118.23511,1927,6508,Square Feet,1675,sqft,2,4,2,2,1,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,83098,592100,3948,,580000,USD,
91335,6659 Wilbur Ave UNIT 20,RECENTLY_SOLD,TOWNHOUSE,34.191734,-118.546036,1971,2.9787,Acres,1211,sqft,None,3,2,1,2,"['Linoleum', 'Carpet', 'Laminate']","[]","['Central', 'Forced Air', 'Natural Gas']","['Air Conditioning', 'Central Air']","['None']","['In Street']",None,195055,604000,3249,,589000,USD,
90744,1238 W Mauretania St,RECENTLY_SOLD,SINGLE_FAMILY,33.789196,-118.27914,1952,5239,Square Feet,675,sqft,1,2,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,191925,586400,2500,,580000,USD,
90047,1921 W 94th St,RECENTLY_SOLD,SINGLE_FAMILY,33.95145,-118.31221,1942,4791,Square Feet,1599,sqft,None,3,2,0,None,"[]","[]","['Wall']","[]",None,None,None,339344,764800,4200,,580000,USD,
90031,3526 Sierra St,PRE_FORECLOSURE,SINGLE_FAMILY,34.0861,-118.19969,1923,4998,Square Feet,986,sqft,0,3,2,None,1,"['Laminate', 'Tile']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,None,580300,3679,,580300,USD,
91367,21450 Burbank Blvd APT 317,FOR_RENT,APARTMENT,34.172195,-118.59827,None,None,sqft,1050,sqft,None,2,2,2,None,"['Hardwood']",None,"['Forced Air']","['Central Air']",None,None,None,None,580300,2949,,3295,USD,
91402,9350 Moonbeam Ave UNIT 6,RECENTLY_SOLD,TOWNHOUSE,34.240818,-118.44478,1980,0.7762396694214876,Acres,1387,sqft,2,3,3,1,3,None,"[]","['Central']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",Composition,377303,593800,3300,,580000,USD,
91607,5430 Bellingham Ave UNIT 306,RECENTLY_SOLD,CONDO,34.169495,-118.39889,1985,0.38670798898071623,Acres,1160,sqft,2,2,2,2,3,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,473427,592400,3092,,588000,USD,
91311,10030 Owensmouth Ave UNIT 25,RECENTLY_SOLD,TOWNHOUSE,34.252735,-118.60104,1979,4.036271808999082,Acres,1633,sqft,2,3,3,2,3,"['Carpet', 'Vinyl']","['Concrete Slab']","['Central Heat/Gas']","['Central Air/Refrig']","['None']","['Sewer Connected']",Tile,375897,599900,3614,,595000,USD,
91306,20142 Cohasset St,RECENTLY_SOLD,TOWNHOUSE,34.206505,-118.571884,1977,3.208,Acres,1585,sqft,2,2,3,2,2,None,"[]",None,"['Central Air']","['None']","['Unknown']",None,358411,609400,3534,,597000,USD,
90048,100 S Doheny Dr APT 403,RECENTLY_SOLD,CONDO,34.074665,-118.38922,1971,2.068112947658402,Acres,719,sqft,None,1,2,1,None,"['Tile']","[]","['Forced air']","['Central']",None,None,Other,626320,608800,3427,,595000,USD,
90043,4929 6th Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.998062,-118.32388,1920,6751.8,Square Feet,922,sqft,None,2,1,1,1,"['Carpet']","[]","['Floor Furnace']","['None']","['Living Room']","['In Street']",None,571364,589100,2929,,599900,USD,
90068,1900 Vine St APT 310,RECENTLY_SOLD,CONDO,34.106255,-118.32638,1980,1.1015,Acres,1150,sqft,2,1,2,2,4,"['Bamboo', 'Tile']","[]","['Central']","['Central Air']","['Living Room', 'Wood Burning']","['Public Sewer']",Clay,276866,611200,3510,,599000,USD,
90047,8807 Cimarron St,RECENTLY_SOLD,SINGLE_FAMILY,33.957798,-118.31643,1941,5428,Square Feet,1035,sqft,None,2,1,None,None,"[]","[]","['Wall']","[]",None,None,None,95987,718700,3128,,595000,USD,
90011,629 E 21st St,RECENTLY_SOLD,SINGLE_FAMILY,34.026566,-118.25946,1902,3809,Square Feet,1933,sqft,0,3,2,2,2,"['Laminate', 'Tile', 'Wood']","[]","['Wall Furnace']","['None']","['None']","['Public Sewer']",None,538243,614900,4500,,599000,USD,
90744,1062 Lecouvreur Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.784714,-118.256035,1920,5906,Square Feet,977,sqft,2,3,1,1,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,378771,599400,3262,,590000,USD,
90049,11750 W Sunset Blvd APT 106,FOR_RENT,APARTMENT,34.06376,-118.47115,None,None,sqft,700,sqft,None,1,1,1,None,None,None,"['Forced Air']","['Central Air']",None,None,None,None,599400,2966,,2900,USD,
91406,16739 Vanowen St APT H,RECENTLY_SOLD,TOWNHOUSE,34.194508,-118.49784,1974,3.0933,Acres,1033,sqft,2,2,2,1,2,"['Carpet', 'Wood']","['Slab']","['Central']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",Composition,192261,603700,2784,,594000,USD,
91335,19123 Archwood St,RECENTLY_SOLD,SINGLE_FAMILY,34.192394,-118.55006,1951,6242,Square Feet,950,sqft,None,2,1,None,None,"[]","[]","['Wall']","[]",None,None,None,70155,742700,2892,,598000,USD,
90032,4750 Templeton St APT 1110,RECENTLY_SOLD,CONDO,34.08228,-118.18201,1995,0.6474977043158862,Acres,1075,sqft,2,2,2,2,1,"['Wood']","[]","['Central']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",None,361446,607000,3116,,590000,USD,
90019,1076 S Orange Grove Ave APT 5,RECENTLY_SOLD,CONDO,34.05579,-118.36343,1991,0.3473,Acres,692,sqft,None,1,1,1,2,"['Mixed']","[]","['Central']","['Central Air']","['Living Room']",None,None,535026,607100,2535,,599000,USD,
90020,443 S Gramercy Pl APT B,RECENTLY_SOLD,TOWNHOUSE,34.065815,-118.31318,1981,0.3453856749311295,Acres,1196,sqft,2,2,2,2,2,None,"[]","['Central']","['Central Air']","['Family Room']","['Public Sewer']",None,464147,599100,3213,,599000,USD,
90710,26151 Vermont Ave UNIT 201A,RECENTLY_SOLD,CONDO,33.785393,-118.2979,1978,2.2412,Acres,1292,sqft,2,3,2,2,3,None,"[]",None,"['None']","['None']","['Public Sewer']",None,473381,592200,3214,,590000,USD,
90008,4658 Don Lorenzo Dr,RECENTLY_SOLD,TOWNHOUSE,34.001114,-118.35707,1981,3.235,Acres,1705,sqft,2,2,2,2,3,None,"[]",None,"['Central Air']","['Family Room']","['Public Sewer']",None,None,607600,4700,,590000,USD,
90046,1750 Camino Palmero St APT 545,RECENTLY_SOLD,CONDO,34.102806,-118.34943,1974,1.9846,Acres,831,sqft,0,1,1,1,5,"['Bamboo']","[]","['Electric', 'Fireplace(s)']","['Central Air', 'Electric']","['Living Room', 'Gas']","['Public Sewer']",Tile,498681,597100,2544,,595000,USD,
90020,433 S Manhattan Pl UNIT 314,RECENTLY_SOLD,CONDO,34.065903,-118.31072,1985,0.828168044077135,Acres,943,sqft,2,2,2,2,1,"['Laminate']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,546820,603600,2798,,596688,USD,
91367,5510 Owensmouth Ave APT 224,RECENTLY_SOLD,CONDO,34.17148,-118.60132,1987,1.5536,Acres,1020,sqft,2,3,2,2,3,"['Carpet', 'Tile']","[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",Shingle,575000,602700,3496,,590000,USD,
90024,10982 Roebling Ave APT 521,RECENTLY_SOLD,CONDO,34.064514,-118.44905,1973,1.8324,Acres,721,sqft,1,1,1,1,5,"['Carpet', 'Laminate']","[]","['Wall']","['Wall Unit(s)']","['Family Room', 'Electric']",None,None,603840,606900,2934,,597500,USD,
90047,1507 W 83rd St,RECENTLY_SOLD,SINGLE_FAMILY,33.963955,-118.30282,1926,6720,Square Feet,1512,sqft,None,2,1,None,None,"[]","[]","['Wall']","[]",None,None,None,178465,785900,2795,,589000,USD,
91343,9740 Sepulveda Blvd UNIT 26,RECENTLY_SOLD,TOWNHOUSE,34.24767,-118.466835,1979,1.2831,Acres,1356,sqft,2,3,3,3,2,None,"[]","['Central']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",None,150660,590300,3300,,590000,USD,
90047,2047 W 65th Pl,RECENTLY_SOLD,SINGLE_FAMILY,33.980053,-118.31493,1925,4587,Square Feet,996,sqft,1,2,1,1,1,None,"['Basement']","['Wall Furnace']","['None']","['None']","['Public Sewer']",Flat,Spanish Tile,229653,610800,3085,,590000,USD,
90042,4260 Via Arbolada UNIT 205,RECENTLY_SOLD,CONDO,34.097286,-118.18726,1985,5.3404,Acres,990,sqft,None,2,2,2,None,"['Engineered Hardwood']","[]","['Central']","['Central Air']","['Living Room']",None,None,439508,590300,2914,,590000,USD,
90068,2700 Cahuenga Blvd E APT 2112,RECENTLY_SOLD,CONDO,34.118244,-118.3369,1975,13.7446,Acres,696,sqft,1,1,1,1,1,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,448393,609000,2194,,599000,USD,
91335,19355 Sherman Way UNIT 37,RECENTLY_SOLD,TOWNHOUSE,34.201645,-118.55511,1980,1.6938,Acres,1448,sqft,None,2,3,3,2,"['Carpet', 'Other']","[]","['Central']","['Air Conditioning', 'Central Air']","['Gas', 'Living Room']","['In Street']",Composition,409613,595300,3314,,595000,USD,
91342,15230 Roxford St UNIT 44,RECENTLY_SOLD,TOWNHOUSE,34.317265,-118.463394,1982,4.2319,Acres,1311,sqft,2,2,3,3,2,None,"[]","['Central']","['Central Air']","['Living Room']","['Public Sewer']",None,457775,599400,3259,,590000,USD,
90046,1735 N Fuller Ave APT 102,RECENTLY_SOLD,CONDO,34.10278,-118.34943,1974,1.9846,Acres,831,sqft,None,2,1,1,4,"['Engineered Hardwood']","[]","['Central']","['Air Conditioning', 'Central Air']","['None']","['In Street']",None,448391,605700,2820,,598500,USD,
90036,525 N Sycamore Ave APT 311,RECENTLY_SOLD,CONDO,34.08107,-118.34316,1972,0.9158999999999999,Acres,813,sqft,None,2,1,1,4,"['Bamboo']","[]","['Wall']","['Wall Unit(s)']","['None']",None,None,595070,603000,2780,,599000,USD,
90210,1866 Heather Way,RECENTLY_SOLD,HOME_TYPE_UNKNOWN,34.104656,-118.40607,None,6539,Square Feet,None,None,None,None,None,None,None,"[]","[]","[]","[]",None,None,None,84809,None,12500,,595000,USD,
91406,6840 Balboa Blvd APT 504,RECENTLY_SOLD,TOWNHOUSE,34.19553,-118.500755,1979,0.8532,Acres,1279,sqft,None,3,3,3,2,"['Laminate', 'Tile']","[]","['Central']","['Central Air']","['Decorative', 'Living Room']",None,None,384849,590800,3399,,590000,USD,
91607,4919 Laurel Canyon Blvd APT 18,RECENTLY_SOLD,CONDO,34.15995,-118.39682,1978,0.5445,Acres,1507,sqft,None,2,3,3,2,"['Other']","[]","['Other']","['Other']","['None']",None,None,252998,592400,3962,,590000,USD,
90043,5414 3rd Ave,RECENTLY_SOLD,MULTI_FAMILY,33.992638,-118.320045,1913,5537,Square Feet,1257,sqft,None,3,2,None,None,"[]","[]","[]","[]",None,None,None,673200,731300,3599,,590000,USD,
90047,1423 W 65th St,FOR_SALE,MULTI_FAMILY,33.980846,-118.301056,1930,4763,Square Feet,1541,sqft,2,3,3,None,1,"['Laminate']","[]","['Wall Furnace']",None,"['Living Room']","['Public Sewer']",Shingle,None,None,3693,,899900,USD,
90049,622 S Barrington Ave APT 307,RECENTLY_SOLD,CONDO,34.05736,-118.46766,1972,0.7792999999999999,Acres,770,sqft,1,1,2,2,5,"['Wood']","[]","['Central']","['Central Air', 'Ceiling Fan(s)']","['None']",None,None,232028,598000,2766,,590000,USD,
90002,10307 Stanford Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.943012,-118.262764,1944,5557,Square Feet,1390,sqft,2,4,2,2,1,None,"['Raised']","['Wall Furnace']","['None']","['None']","['Sewer Paid']",None,345894,605900,3900,,599000,USD,
90015,1155 S Grand Ave APT 410,RECENTLY_SOLD,CONDO,34.04084,-118.26315,2008,1.2111,Acres,1090,sqft,None,1,1,1,23,"['Hardwood']","[]","['Central']","['Central Air']","['None']","['In Street']",Other,624240,602300,3249,,592950,USD,
90044,525 W 85th St,RECENTLY_SOLD,SINGLE_FAMILY,33.961422,-118.28359,1925,6512,Square Feet,1101,sqft,1,2,2,2,1,None,"[]","['Wall Furnace']","['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,114645,603900,3065,,590000,USD,
91345,14283 San Jose St,RECENTLY_SOLD,SINGLE_FAMILY,34.264256,-118.44499,1955,7502,Square Feet,1358,sqft,2,3,2,2,1,"['Wood']","[]","['Natural Gas']","['Central Air']","['None']","['Public Sewer']",Composition,234535,616500,3750,,595000,USD,
90732,1441 Brett Pl UNIT 138,RECENTLY_SOLD,CONDO,33.756046,-118.30818,1987,1.5257,Acres,1369,sqft,2,2,3,2,2,None,"[]","['Central', 'Electric']","['Central Air', 'Electric']","['Family Room']","['Public Sewer']",None,339911,590100,3428,,590000,USD,
90002,9607 Clovis Ave,RECENTLY_SOLD,SINGLE_FAMILY,33.949043,-118.256805,2005,3000,Square Feet,1336,sqft,0,4,3,3,1,None,"[]",None,"['None']","['None']","['Public Sewer']",None,407160,605200,3598,,595000,USD,
90023,720 Penrith Dr,RECENTLY_SOLD,SINGLE_FAMILY,34.034714,-118.21413,1924,4965,Square Feet,1385,sqft,2,3,2,2,1,None,"[]",None,"['Central Air', 'See Remarks']","['Living Room']","['Public Sewer']",None,160057,606000,3469,,600000,USD,
90042,4147 Via Marisol APT 205,RECENTLY_SOLD,CONDO,34.095524,-118.18584,1981,4.0572,Acres,1147,sqft,None,2,2,2,3,"['Hardwood', 'Mixed']","[]","['Central']","['Central Air']","['Living Room', 'Wood Burning']",None,None,418314,607500,2961,,600000,USD,
90003,228 E 90th St,RECENTLY_SOLD,SINGLE_FAMILY,33.95441,-118.27064,1924,5313,Square Feet,1186,sqft,0,3,2,2,1,None,"[]",None,"['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,347032,617500,3354,,600000,USD,
90501,1314 W 222nd St,RECENTLY_SOLD,SINGLE_FAMILY,33.82537,-118.29986,1924,7199,Square Feet,660,sqft,None,2,1,None,None,"[]","[]","['Wall']","[]",None,None,None,320161,602600,2500,,600000,USD,
90044,7518 S Hoover St,RECENTLY_SOLD,SINGLE_FAMILY,33.97102,-118.28688,1958,7315,Square Feet,5663,sqft,None,None,None,None,None,"[]","[]","[]","[]",None,None,None,765000,None,3891,,600000,USD,
90032,4797 Huntington Dr N,RECENTLY_SOLD,SINGLE_FAMILY,34.085808,-118.18058,1947,5954.652,Square Feet,661,sqft,None,1,1,0,1,"['Mixed']","[]","['Wall']","['Air Conditioning']","['None']","['In Street', 'Paid']",None,546210,613700,2340,,600000,USD,
90059,1463 E 108th St,RECENTLY_SOLD,SINGLE_FAMILY,33.938126,-118.248795,1978,3847,Square Feet,1178,sqft,0,3,2,2,1,"['Laminate']","[]","['Wall Furnace']","['Wall/Window Unit(s)']","['None', 'Family Room']","['Public Sewer']",None,446748,598900,3399,,600000,USD,
91343,9149 Swinton Ave,RECENTLY_SOLD,SINGLE_FAMILY,34.237167,-118.48647,1956,8129,Square Feet,1864,sqft,None,4,2,None,None,"[]","[]","['Other']","['Central']",None,None,None,118168,605300,4323,,600000,USD,
90732,1426 Brett Pl UNIT 6,RECENTLY_SOLD,CONDO,33.757248,-118.307884,1987,5.7308,Acres,1120,sqft,2,2,2,2,1,"['Laminate', 'Tile']","[]","['Central', 'Forced Air', 'Natural Gas']","['Central Air', 'Electric', 'See Remarks']","['Living Room']","['Sewer Paid']",None,420992,613100,2875,,599900,USD,
90044,733 W 118th St,RECENTLY_SOLD,SINGLE_FAMILY,33.92673,-118.28821,1946,5727,Square Feet,1705,sqft,2,3,2,2,1,"['Wood']","['Raised']","['Floor Furnace', 'Wall Furnace']","['None']","['None']","['Public Sewer']",Composition,241850,609400,3900,,600000,USD,
90015,1155 S Grand Ave APT 1708,RECENTLY_SOLD,CONDO,34.04084,-118.26315,2008,1.2111,Acres,856,sqft,None,1,1,1,None,"['Hardwood']","[]","['Central']","['Central Air']","['None']",None,None,627361,604300,2899,,600000,USD,
90046,1750 Camino Palmero St APT 341,RECENTLY_SOLD,CONDO,34.102936,-118.3497,1974,1.9846,Acres,772,sqft,None,2,1,1,None,"['Engineered Hardwood']","[]","['Central']","['Central Air']","['None']",None,None,458815,617900,2749,,600000,USD,
91307,7137 Shoup Ave UNIT 19,RECENTLY_SOLD,TOWNHOUSE,34.200615,-118.615204,1974,1.5063,Acres,1326,sqft,2,2,3,2,3,None,"['Slab']","['Central', 'Natural Gas']","['Central Air']","['Living Room', 'Gas']","['Public Sewer']",Concrete,306918,614500,3499,,600000,USD,
90001,907 E 79th St,RECENTLY_SOLD,MULTI_FAMILY,33.967613,-118.25822,1924,5201.064,Square Feet,1760,sqft,None,4,3,None,1,None,"[]","['Wall']","['None']",None,None,None,31079,600400,3900,,600000,USD,
90011,1260 E 48th St,RECENTLY_SOLD,MULTI_FAMILY,33.999565,-118.25279,1947,6816,Square Feet,2441,sqft,None,None,0,None,None,"[]","[]","[]","[]",None,None,Other,164276,733100,1633,,600000,USD,
90003,150 E 99th St,RECENTLY_SOLD,SINGLE_FAMILY,33.946228,-118.27198,1938,5102,Square Feet,1034,sqft,1,3,1,1,1,None,"[]",None,"['Wall/Window Unit(s)']","['None']","['Public Sewer']",None,201829,609800,3240,,600000,USD,
91343,16421 Halsted St,RECENTLY_SOLD,SINGLE_FAMILY,34.245033,-118.49031,1956,7825,Square Feet,1191,sqft,None,3,2,None,None,"[]","[]","['Other']","[]",None,None,None,60963,612700,3834,,600000,USD,
91042,10274 Tujunga Canyon Blvd APT 1,RECENTLY_SOLD,TOWNHOUSE,34.25476,-118.290825,1993,10021,Square Feet,1149,sqft,2,2,3,3,3,"['See Remarks']","[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,483785,613200,3292,,605000,USD,
91040,8748 Wyngate St,RECENTLY_SOLD,CONDO,34.257904,-118.3241,1974,8.255,Acres,1050,sqft,2,2,2,1,2,"['Tile', 'Wood']","[]","['Central']","['Central Air']","['None']","['Unknown']",None,459329,608500,2999,,605000,USD,
91331,13718 Weidner St,RECENTLY_SOLD,SINGLE_FAMILY,34.26681,-118.43143,1950,7514,Square Feet,1049,sqft,None,2,2,None,None,"[]","[]","['Wall']","[]",None,None,None,65285,609500,2850,,605000,USD,
90047,7840 S Hobart Blvd,RECENTLY_SOLD,SINGLE_FAMILY,33.96794,-118.30756,1925,5261,Square Feet,1017,sqft,2,2,1,1,1,None,"[]","['None']","['None']","['None']","['Public Sewer']",None,642600,602200,3099,,600000,USD,
91306,8607 Oakdale Ave,RECENTLY_SOLD,SINGLE_FAMILY,34.226246,-118.56701,1955,8249,Square Feet,1100,sqft,None,3,2,None,None,"[]","[]","['Other']","[]",None,None,None,334022,613700,3563,,600000,USD,
90031,2612 Johnston St,RECENTLY_SOLD,SINGLE_FAMILY,34.07735,-118.2102,1923,5022.468,Square Feet,940,sqft,None,2,1,1,1,"['Hardwood']","[]","['Forced Air']","['None']","['None']",None,None,375124,602300,2999,,600000,USD,
90042,4260 Via Arbolada UNIT 109,RECENTLY_SOLD,CONDO,34.097385,-118.18737,1985,5.3388,Acres,990,sqft,2,2,1,1,1,None,"[]","['Central']","['Central Air']","['None']","['Public Sewer']",None,410305,None,2900,,600000,USD,
91607,5307 Wilkinson Ave UNIT 6A,FOR_SALE,CONDO,34.16697,-118.40468,1978,0.7922865013774105,Acres,1599,sqft,2,3,3,3,2,None,"[]","['Central']","['Central Air']","['Den', 'Gas']","['Public Sewer']",None,None,896600,4184,,850000,USD,
