zipcode,streetAddress,homeType,yearBuilt,lotAreaValue,livingAreaValue,bedrooms,bathrooms,stories,flooring,heating,cooling,fireplaceFeatures,taxAssessedValue,zestimate,rentZestimate,sold-history,price,parkingCapacity,hasCooling,hasHeating,hasFireplace,hasPrivatePool,hasSpa,hasView
91344,17008 Tennyson Pl,SINGLE_FAMILY,1980,733.840797,221.387849,4,3.0,2.0,['Tile'],['Central'],['Central'],1,330891.0,1125200.0,4994.0,[],1120000,0,1,1,1,0,0,1
90094,13044 Pacific Promenade APT 126,CONDO,2004,7458.36298,121.145512,2,2.0,4.0,"['Carpet', 'Wood']",['Central'],"['Central', 'Air Conditioning']",0,582501.0,1130800.0,5326.0,"[('2011-12-14', 482500), ('2004-09-30', 457500)]",1125000,2,1,1,0,0,0,1
90032,4906 Templeton St,SINGLE_FAMILY,1933,664.493538456,100.613949,3,2.0,2.0,"['Wood', 'Tile', 'Mixed']",['Central'],['Central'],1,738208.0,1134200.0,3300.0,"[('2018-01-10', 675000), ('2014-11-21', 382000)]",1110000,1,1,1,1,0,0,1
90292,13700 Marina Pointe Dr UNIT 525,CONDO,2003,11576.852402,132.944193,2,3.0,18.0,['Mixed'],['Central'],['Air Conditioning'],0,1126451.0,1140600.0,5579.0,"[('2018-06-19', 1030000), ('2017-11-20', 875000), ('2013-02-27', 612000), ('2006-03-21', 725000)]",1120000,2,1,1,0,0,0,1
91342,13909 Mountain View Pl,SINGLE_FAMILY,2000,52177.380038,231.978791,5,4.0,2.0,[],['Central'],['Central'],1,840941.0,1138900.0,6101.0,"[('2019-12-19', 800000), ('2014-02-19', 495000), ('2007-05-21', 720000), ('2004-04-13', 575000), ('2001-01-10', 336500)]",1115000,2,1,1,1,1,0,1
90042,364 N Avenue 53 APT 2,CONDO,2009,1352.5765550964186,162.58025,3,2.0,1.8,[],['Other'],['Central'],0,738444.0,1139300.0,4749.0,"[('2016-04-20', 649000)]",1124500,0,1,1,0,0,0,0
90004,612 Wilcox Ave,TOWNHOUSE,1973,5736.019364,126.626789,2,3.0,2.0,['Laminate'],['Central'],['Central'],1,836635.0,1114700.0,3898.0,"[('2017-06-21', 750000)]",1110000,2,1,1,1,0,0,1
90038,5447 W Barton Ave,SINGLE_FAMILY,2018,166.110564,166.110564,2,3.0,1.8,[],['Other'],['Central'],0,882152.0,1142000.0,4940.0,"[('2015-05-07', 787500), ('2013-07-30', 525000)]",1114000,0,1,1,0,0,0,0
90065,504 James St,SINGLE_FAMILY,1929,375.142314,85.192051,3,2.0,2.0,['Wood'],['Forced Air'],['Central'],0,212425.0,1139300.0,3432.0,"[('2023-08-01', 445000)]",1115000,2,1,1,0,0,0,1
91344,16427 San Jose St,SINGLE_FAMILY,1958,704.297643,189.52212,4,3.0,1.0,[],['Central'],['Central'],1,231518.0,1139800.0,4515.0,"[('2023-04-24', 735000)]",1120000,2,1,1,1,0,0,1
91607,4928 Bluebell Ave,SINGLE_FAMILY,1940,681.164796,132.944193,2,2.0,2.0,['Brick'],['Central'],['Central'],1,435783.0,1150300.0,4832.0,"[('1999-07-09', 295000)]",1120000,3,1,1,1,1,1,1
90039,4144 Perlita Ave,SINGLE_FAMILY,1939,435.157652,131.457745,3,2.0,1.0,[],[],['Wall'],0,186867.0,1144300.0,5117.0,[],1115000,1,1,0,0,0,0,1
90064,10748 National Blvd,TOWNHOUSE,1980,7289.608918,172.427968,3,3.0,2.0,[],['Central'],['Central'],1,778233.0,1143000.0,5800.0,"[('2013-08-08', 660500), ('2004-08-27', 575000)]",1112000,2,1,1,1,0,0,1
91364,5100 Fallbrook Ave,SINGLE_FAMILY,1955,1081.320992,179.116984,3,2.0,1.0,"['Wood', 'Stone']",['Central'],['Central'],1,325605.0,980700.0,5640.0,[],1120000,6,1,1,1,0,0,1
91423,4719 Morse Ave,SINGLE_FAMILY,1958,547.19867,158.306712,3,3.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],1,556976.0,1158600.0,6499.0,"[('2019-02-01', 4450), ('2009-06-17', 450000)]",1125000,6,1,1,1,0,0,1
91364,5091 Calatrana Dr,SINGLE_FAMILY,1992,704.297643,224.267842,2,3.0,2.0,"['Carpet', 'Tile']",['Central'],['Central'],1,381204.0,1143000.0,6336.0,[],1120000,4,1,1,1,0,0,1
91405,13434 Bassett St,SINGLE_FAMILY,1953,721.020183,157.284779,4,2.0,1.0,"['Carpet', 'Tile', 'Wood']","['Central', 'Forced Air']",['Central'],1,847201.0,,4464.0,"[('2005-10-04', 645000)]",1125000,2,1,1,1,1,1,1
90094,13031 Villosa Pl APT 103,CONDO,2006,10036.212800000001,143.07062,2,3.0,4.0,"['Wood', 'Stone']",['Central'],"['Air Conditioning', 'Central']",1,1053404.0,1119100.0,5440.0,"[('2021-05-21', 1012500), ('2018-08-15', 4395), ('2014-12-30', 660000), ('2007-05-16', 714500)]",1109500,2,1,1,1,0,0,1
91040,10342 McVine Ave,SINGLE_FAMILY,1953,641.021781312,159.142839,3,2.0,1.0,"['Carpet', 'Wood']",['Central'],['Central'],0,133579.0,1157800.0,4800.0,[],1125000,2,1,1,0,0,0,1
91606,6431 Riverton Ave,SINGLE_FAMILY,1941,689.98872294,136.009992,3,2.0,1.0,['Wood'],['Central'],['Central'],0,830807.0,1149600.0,4516.0,"[('2019-01-25', 705000), ('2010-09-29', 339000), ('2010-04-14', 353536)]",1122000,2,1,1,0,0,0,1
90018,2514 6th Ave,SINGLE_FAMILY,1923,696.865403,151.43189,3,1.0,1.8,[],['Wall'],[],0,365794.0,1139800.0,3900.0,"[('2011-10-28', 303000)]",1125000,1,0,1,0,0,0,0
90067,2102 Century Park Ln APT 412,CONDO,1985,54762.514206,123.56099,2,2.0,1.0,"['Carpet', 'Laminate']",['Central'],"['Air Conditioning', 'Central']",1,448200.0,1124600.0,5649.0,"[('2013-06-12', 800000), ('2013-02-28', 550005)]",1110000,2,1,1,1,0,0,1
91326,18773 Bermuda St,SINGLE_FAMILY,1969,696.958306,219.622692,5,3.0,2.0,['Carpet'],"['Central', 'Fireplace(s)']","['Central', 'Whole House Fan']",1,640347.0,1107900.0,4999.0,"[('2003-03-07', 460000)]",1107000,4,1,1,1,1,1,1
91342,14921 Drell St,SINGLE_FAMILY,1980,1625.5259279155189,188.778896,4,3.0,1.0,[],['Central'],['Central'],1,975000.0,,4422.0,"[('2022-08-04', 975000)]",1110000,3,1,1,1,0,0,1
91326,10965 Vanalden Ave,SINGLE_FAMILY,1966,933.768053,178.37376,4,2.0,1.0,"['Carpet', 'Laminate']",['Forced Air'],"['Central', 'Whole House Fan']",1,264123.0,1119400.0,4931.0,[],1111000,2,1,1,1,1,0,1
91344,17400 Flanders St,SINGLE_FAMILY,1964,1037.1704554637279,182.833104,4,2.0,1.0,[],['Central'],['Central'],1,785899.0,1144900.0,5200.0,"[('2023-08-15', 750000)]",1125000,2,1,1,1,0,0,1
90042,5932 Tipton Way,SINGLE_FAMILY,1927,697.70153,111.111988,3,3.0,1.0,[],[],[],0,866898.0,1133500.0,4370.0,"[('2022-06-29', 849900)]",1120000,1,1,0,0,0,0,1
91364,21407 Mulholland Dr,SINGLE_FAMILY,1963,512.736487956,151.617696,2,3.0,1.0,"['Carpet', 'Travertine']","['Central', 'Fireplace(s)']","['Central', 'Air Conditioning']",1,929299.0,1153000.0,6033.0,"[('2006-01-19', 707500)]",1120000,2,1,1,1,0,0,1
91306,20156 Baltar St,SINGLE_FAMILY,1978,579.436011,276.293522,4,3.0,2.0,[],['Central'],['Central'],1,537517.0,1152400.0,5825.0,"[('2002-06-03', 326000)]",1114000,2,1,1,1,0,0,1
90008,3945 S Norton Ave,SINGLE_FAMILY,1937,557.325097,207.824011,3,2.0,2.6,[],['Other'],[],0,1140527.0,1252700.0,4914.0,[],1119000,1,0,1,0,0,0,0
90027,4301 Los Feliz Blvd APT 6,CONDO,2005,1462.93989,147.71577,2,3.0,1.8,"['Wood', 'Tile']",['Central'],['Central'],1,621386.0,1141300.0,3999.0,"[('2012-07-06', 525005), ('2007-01-25', 739000)]",1125000,2,1,1,1,0,1,1
90731,1148 Englander St,SINGLE_FAMILY,1962,504.370387,145.764807,4,2.0,2.0,"['Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,97497.0,1132200.0,4353.0,[],1112000,4,1,1,1,0,0,1
90041,4889 Wiota St,SINGLE_FAMILY,1947,694.4402630879999,107.117159,3,2.0,1.0,['Wood'],['Central'],['Air Conditioning'],1,1183200.0,1120400.0,4405.0,[],1115000,2,1,1,1,0,0,1
90067,2222 Avenue Of The Stars UNIT 801E,CONDO,1964,16523.734066,143.07062,2,2.0,1.6,"['Carpet', 'Tile']",['Central'],['Central'],0,966994.0,1140900.0,6506.0,[],1130000,2,1,1,0,0,0,1
90025,1540 S Bentley Ave APT 301,CONDO,2007,603.962403,135.917089,2,2.5,2.0,[],['Other'],['Central'],0,988206.0,1151500.0,4600.0,[],1130000,2,1,1,1,0,0,0
90029,848 N Alexandria Ave,SINGLE_FAMILY,1938,485.6225616,200.577577,3,3.0,2.0,"['Wood', 'Laminate', 'Vinyl']",['Wall'],['Refridge Wall/Window'],0,96081.0,1162500.0,5422.0,[],1135000,3,1,1,0,0,0,0
90230,5015 S Purdue Ave,SINGLE_FAMILY,2011,452.033667756,185.06277599999999,4,3.0,2.0,"['Wood', 'Carpet', 'Tile']",['Central'],['Central'],0,861569.0,1153500.0,6884.0,[],1135000,4,1,1,0,0,0,1
91401,6208 Mary Ellen Ave,SINGLE_FAMILY,1954,557.656574904,150.50286,4,2.0,1.0,"['Carpet', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,613532.0,1147200.0,5140.0,"[('2017-04-27', 480000), ('2011-08-15', 326000)]",1135000,2,1,1,1,0,0,1
91326,18507 Brasilia Dr,SINGLE_FAMILY,1978,1114.3729499540862,147.437061,3,2.0,1.0,['Wood'],['Central'],['Central'],1,823952.0,1155100.0,3929.0,"[('2004-02-23', 530000), ('1998-10-15', 134500)]",1130000,2,1,1,1,1,0,1
90024,10750 Wilshire Blvd APT 402,CONDO,1980,2606.987212,164.717019,3,3.0,1.0,"['Wood', 'Wood']",['Central'],['Air Conditioning'],0,955771.0,1139000.0,6566.0,"[('2016-03-22', 840000), ('2015-06-09', 1390000), ('2005-04-15', 829000), ('2003-10-31', 595000)]",1130000,2,1,1,0,0,0,1
91042,7223 Tranquil Pl,SINGLE_FAMILY,1941,1780.2096262626262,195.09629999999999,5,3.0,2.0,[],['Electric'],['Central'],0,39996.0,1148100.0,5425.0,"[('1974-12-13', 24500)]",1150000,2,1,1,0,0,0,1
91344,12642 Meadowlark Ave,SINGLE_FAMILY,1967,699.002172,226.125902,4,3.0,1.0,['Wood'],"['Central', 'Fireplace(s)']",['Central'],1,785096.0,1168500.0,4999.0,"[('2016-05-26', 690000), ('2011-05-20', 500000), ('2007-04-12', 719900), ('2006-08-23', 690432), ('2005-09-01', 810000), ('2004-09-22', 659000), ('1996-04-16', 219000)]",1135000,2,1,1,1,0,0,1
91342,11708 Vanport Ave,SINGLE_FAMILY,2024,701.046038,267.932252,4,4.0,2.0,"['Carpet', 'Tile', 'Other']",['Central'],['Central'],0,425222.8,1159800.0,6433.0,[],1143254,3,1,1,0,0,0,1
91367,23951 Oxnard St,SINGLE_FAMILY,1960,689.98872294,206.987884,4,3.0,1.0,['Laminate'],['Central'],['Central'],1,556596.0,1154600.0,6813.0,"[('2001-07-18', 392000), ('2001-02-20', 295000)]",1140000,2,1,1,1,0,0,1
90094,5935 Playa Vista Dr APT 416,CONDO,2004,4031.0772460000003,106.931353,2,2.0,4.0,"['Carpet', 'Stone']",['Central'],"['Air Conditioning', 'Central']",1,1033492.0,1147200.0,4250.0,"[('2018-04-12', 945000), ('2007-02-16', 710000)]",1135000,2,1,1,1,0,0,1
91367,23648 Califa St,SINGLE_FAMILY,1959,614.832054,156.07704,3,2.0,1.0,[],['Central'],['Central'],1,509432.0,1150300.0,4500.0,"[('1996-04-10', 195000)]",1150000,6,1,1,1,1,0,1
90066,4233 Lindblade Dr,SINGLE_FAMILY,1924,502.21466578800005,126.533886,3,2.0,1.0,"['Mixed', 'Marble', 'Granite', 'Laminate', 'Carpet']",['Wall'],['None'],0,245017.0,1176700.0,6284.0,"[('1994-06-20', 108000)]",1140000,2,0,1,0,0,0,1
91601,5635 Fulcher Ave,SINGLE_FAMILY,1926,651.993254,109.811346,2,1.0,1.0,[],[],['None'],1,47771.0,1101500.0,3750.0,[],1150000,1,0,0,1,0,0,1
90067,2222 Avenue Of The Stars UNIT 1003,CONDO,1964,16523.734066,123.932602,2,2.0,1.0,['Mixed'],['Central'],['Central'],0,824775.0,1144800.0,5800.0,"[('2013-08-27', 700000)]",1135000,2,1,1,0,0,0,1
91401,5712 Murietta Ave,SINGLE_FAMILY,1949,629.324922,152.268017,3,2.0,1.0,"['Carpet', 'Laminate', 'Wood']",['Central'],['Central'],1,112690.0,1161100.0,4999.0,[],1130000,7,1,1,1,0,0,1
91606,6238 Ben Ave,SINGLE_FAMILY,1941,627.373959,158.86413,3,2.0,2.0,[],['Central'],['Central'],1,67802.0,1150600.0,4800.0,"[('2012-11-16', 340000)]",1150000,2,1,1,1,0,0,1
90025,1401 Camden Ave APT 5,TOWNHOUSE,1989,604.195403724,136.381604,2,2.0,3.0,"['Wood', 'Tile']","['Central', 'Fireplace(s)', 'Forced Air']","['Air Conditioning', 'Central']",1,1044427.0,1146300.0,4429.0,"[('2018-03-29', 955000)]",1146000,2,1,1,1,0,0,1
91356,19300 Yolie Ln,SINGLE_FAMILY,1989,561.319926,307.601833,5,4.0,2.4,[],['Other'],['Central'],0,827812.0,1185200.0,7766.0,[],1150000,2,1,1,1,0,0,0
91605,12715 Hartland St,SINGLE_FAMILY,1957,867.621117,172.79958,3,2.0,1.0,[],[],[],1,109026.0,1158700.0,4757.0,[],1150000,2,1,0,1,0,0,0
90045,8911 Earhart Ave,SINGLE_FAMILY,1942,558.997351,116.500362,2,2.0,1.0,[],['Wall'],['None'],1,270206.0,1158300.0,4470.0,[],1135000,2,0,1,1,0,0,1
91405,13409 Bassett St,SINGLE_FAMILY,1953,986.351151,153.28995,3,2.0,1.0,"['Carpet', 'Vinyl', 'Wood']",['Central'],['Central'],1,119419.0,1134200.0,4370.0,[],1130000,2,1,1,1,1,1,1
90042,5206 Raphael St,SINGLE_FAMILY,1907,444.262146,96.61912,2,1.0,2.2,['Wood'],"['Wall', 'Gas']",['None'],0,525587.0,1096100.0,4439.0,"[('2019-09-12', 500000)]",1140467,1,0,1,0,0,0,0
91607,12317 Hatteras St,SINGLE_FAMILY,1947,627.09525,155.612525,3,3.0,2.0,['Wood'],"['Central', 'Fireplace(s)']",['None'],1,177127.0,1162200.0,5200.0,[],1126000,3,0,1,1,1,0,1
91406,15556 Saticoy St,SINGLE_FAMILY,1948,580.64375,205.873048,6,4.0,1.0,"['Laminate', 'Tile']",['Central'],"['Central', 'Dual']",0,562485.0,1161100.0,4688.0,"[('2005-06-21', 394000), ('2005-02-24', 225000)]",1130000,1,1,1,0,0,0,1
91367,5608 Valley Circle Blvd,SINGLE_FAMILY,1960,792.778831812,152.825435,3,2.0,1.0,['Other'],['Natural Gas'],['None'],1,725083.0,1138600.0,4629.0,"[('2023-09-25', 934500), ('2016-09-16', 650000), ('2009-01-14', 405000), ('2008-08-21', 545000)]",1130000,2,0,1,1,0,0,1
91367,5975 Pat Ave,SINGLE_FAMILY,1967,1268.3134233241506,225.289775,4,3.0,1.0,[],['Central'],['Central'],1,116549.0,1145600.0,7350.0,[],1140000,4,1,1,1,0,0,1
90025,1534 Greenfield Ave APT 203,CONDO,2006,791.1600899399999,121.145512,2,2.0,4.0,"['Wood', 'Carpet', 'Tile']",['Central'],['Central'],1,1035300.0,1149400.0,4492.0,"[('2022-02-03', 1015000), ('2009-09-25', 735000), ('2007-07-06', 759000)]",1129000,2,1,1,1,0,0,1
91364,22044 Costanso St,SINGLE_FAMILY,1953,561.227023,138.889985,4,2.0,1.0,"['Carpet', 'Wood']",['Central'],['Central'],0,150949.0,1141000.0,4670.0,[],1127000,2,1,1,0,0,0,0
90026,2200 Polyscope Pl,SINGLE_FAMILY,2015,233.098829568,130.714521,3,3.0,3.0,"['Carpet', 'Laminate']",['Central'],['Central'],0,851090.0,1153900.0,4929.0,"[('2015-12-01', 748500)]",1149000,2,1,1,0,0,0,1
90026,702 N Bonnie Brae St,MULTI_FAMILY,1922,375.54811430399997,170.01248999999999,2,3.0,2.0,"['Wood', 'Tile']",['Wall'],['None'],0,210710.0,1131300.0,4985.0,[],1130700,2,0,1,0,0,0,0
91342,13900 Pickadilly Pl,SINGLE_FAMILY,1987,1331.67335261708,232.722015,4,3.0,2.0,[],"['Central', 'Solar']",['Central'],1,792889.0,1157400.0,4500.0,"[('2018-05-25', 725000), ('1995-03-23', 60000)]",1130000,2,1,1,1,1,1,1
91326,18808 Nau Ave,SINGLE_FAMILY,1972,746.289799,142.513202,3,2.0,1.0,"['Carpet', 'Laminate', 'Tile', 'Vinyl']",['Central'],['Central'],1,369424.0,1147200.0,4067.0,"[('2021-10-21', 925000)]",1135000,2,1,1,1,0,0,1
91307,22654 Marlin Pl,SINGLE_FAMILY,1958,697.144112,145.85771,3,2.0,1.0,[],['Central'],['Central'],1,397560.0,1162300.0,4235.0,"[('2023-11-09', 900000), ('2002-03-11', 280000)]",1150000,2,1,1,1,1,0,1
91306,20442 Strathern St,SINGLE_FAMILY,1978,551.286402,299.983787,4,4.0,2.0,"['Carpet', 'Laminate', 'Tile']",['Central'],['Central'],1,735264.0,1167100.0,6210.0,"[('2015-06-26', 636500)]",1140000,4,1,1,1,1,1,1
91311,10847 Sunnybrae Ave,SINGLE_FAMILY,1968,1023.3278902662994,244.799405,5,3.0,1.0,['Wood'],['Central'],['Central'],1,977975.0,1179700.0,5838.0,"[('2021-04-21', 940000), ('2013-03-29', 550000), ('2003-09-24', 523000)]",1140000,2,1,1,1,1,0,1
91605,8067 Saint Clair Ave,SINGLE_FAMILY,1948,724.736303,183.01891,4,2.0,1.0,[],"['Central', 'Fireplace(s)']","['Central', 'ENERGY STAR Qualified Equipment', 'High Efficiency', 'SEER Rated']",1,735822.0,1162300.0,4800.0,"[('2019-10-09', 700000), ('2011-10-21', 400000), ('2011-04-01', 255000)]",1140000,2,1,1,1,0,0,1
90026,2956 Swan Pl,SINGLE_FAMILY,1926,283.261247,83.333991,2,1.0,2.4,[],['Wall'],[],0,728203.0,1190100.0,3884.0,"[('2016-04-29', 640000)]",1150000,0,0,1,0,0,0,0
90230,11840 Juniette St,SINGLE_FAMILY,1947,534.18481776,95.597187,3,1.0,1.0,['Wood'],['Wall'],['None'],0,390246.0,,4816.0,"[('1999-03-03', 259000)]",1150000,2,0,1,0,0,0,1
91601,11258 Califa St,SINGLE_FAMILY,1923,650.321,86.771402,1,1.0,2.4,"['Carpet', 'Wood', 'Linoleum']",['Wall'],['Central'],0,721803.0,1180300.0,3295.0,"[('2018-05-10', 660000)]",1152877,1,1,1,0,0,0,0
90026,2358 Scott Ave,MULTI_FAMILY,1922,324.153059868,143.442232,4,2.0,1.0,"['Wood', 'Laminate', 'Tile']",['Wall'],['Wall'],0,1108128.0,1154400.0,6166.0,"[('2022-02-14', 1086500), ('2011-11-22', 515000), ('2002-12-26', 420000), ('2001-03-21', 235000), ('1998-04-02', 128000)]",1150000,1,1,1,0,0,0,1
90045,7230 W 91st St,SINGLE_FAMILY,1952,613.09848402,96.61912,3,1.0,1.0,"['Wood', 'Tile']","['Central', 'Electric', 'Solar']","['Central', 'Electric']",1,907733.0,1154900.0,4984.0,"[('2008-04-21', 719000), ('2005-07-18', 570000)]",1150000,3,1,1,1,0,0,1
91316,4916 Enfield Ave,SINGLE_FAMILY,1948,560.576702,178.187954,4,2.0,1.2,[],['Wall'],[],0,100871.0,1368700.0,5500.0,[],1155000,1,0,1,0,0,0,0
90016,3011 Chesapeake Ave,SINGLE_FAMILY,1930,482.723988,161.093802,3,3.0,2.0,[],[],['Central'],1,481124.0,1154900.0,4405.0,"[('2012-05-17', 265000), ('2011-10-14', 178970), ('2002-03-26', 159000)]",1150000,2,1,0,1,0,0,1
91326,20518 Como Ln,SINGLE_FAMILY,2001,467.116284,265.423871,5,3.0,2.0,"['Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,1166550.0,,5899.0,"[('2002-03-15', 633500)]",1155000,3,1,1,1,0,1,1
90003,309 E 59th Pl,SINGLE_FAMILY,2014,505.671029,328.505008,10,6.0,2.4,['Wood'],['Central'],['None'],0,892448.0,1184400.0,7035.0,"[('2020-03-04', 849000), ('2016-04-04', 575000), ('2014-06-12', 555005), ('2013-05-01', 170000)]",1150000,1,0,1,0,0,0,1
90024,1220 Manning Ave APT 4,CONDO,1974,1644.643904,129.320976,2,3.0,2.6,['Wood'],['Central'],['Central'],0,795912.0,1167400.0,4500.0,"[('2014-08-15', 689000), ('2001-06-15', 395000)]",1155000,2,1,1,0,0,0,1
90062,1485 W 47th St,MULTI_FAMILY,2024,531.033548,222.9672,7,4.0,1.0,['Laminate'],['Central'],['Central'],1,487066.6,1179300.0,2732.0,[],1150000,2,1,1,1,0,0,0
90062,1487-1485 W 47th St,SINGLE_FAMILY,1912,531.033548,222.9672,7,4.0,1.0,[],['Central'],['Central'],1,501309.8,1179300.0,6918.0,[],1150000,0,1,1,1,0,0,1
91607,4809 Gentry Ave,SINGLE_FAMILY,2015,169.08346,169.08346,3,3.0,3.0,"['Carpet', 'Tile']",['Central'],['Central'],1,1171980.0,1184400.0,4598.0,"[('2022-01-31', 1149000), ('2016-12-28', 886000)]",1155000,2,1,1,1,0,0,1
90025,1948 Malcolm Ave APT 406,CONDO,2001,1941.683428,142.513202,2,2.0,2.6,"['Wood', 'Marble', 'Carpet']",['Central'],['Central'],1,1094274.0,1150600.0,4734.0,"[('2022-12-09', 1000000), ('2019-08-30', 1041000), ('2016-09-19', 860000), ('2007-11-01', 755000), ('2004-02-26', 631500), ('2001-09-14', 489000)]",1150000,2,1,1,1,0,0,1
90056,6253 Morley Ave,SINGLE_FAMILY,1952,668.540393136,153.568659,3,2.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,168571.0,1178800.0,4796.0,"[('2016-06-24', 734000)]",1150000,2,1,1,1,0,0,1
91601,5736 N Canvas Ct,SINGLE_FAMILY,2023,196.861457,196.861457,3,4.0,3.0,[],[],"['Central', 'Zoned']",0,573718.4,1183100.0,4854.0,[],1150000,2,1,0,0,0,0,1
91311,19724 Lemarsh St,SINGLE_FAMILY,1971,1022.3059559228648,225.475581,4,3.0,1.0,"['Carpet', 'Tile']",['Central'],['Central'],1,173626.0,1154400.0,4999.0,[],1150000,2,1,1,1,1,1,1
90732,1607 Craig Pl,SINGLE_FAMILY,1974,1136.2051836547291,197.976293,3,3.0,2.0,[],['Central'],['Central'],1,192057.0,1159500.0,4935.0,[],1150000,2,1,1,1,0,0,1
91601,5740 N Canvas Ct,SINGLE_FAMILY,2023,196.861457,196.861457,3,4.0,3.0,[],[],"['Central', 'Zoned']",0,573718.4,1182700.0,4854.0,[],1150000,2,1,0,0,0,0,1
90732,1441 W Ofarrell St,SINGLE_FAMILY,1974,652.271963,188.59309,2,2.0,1.0,"['Carpet', 'Tile']",['Central'],['Central'],1,156212.0,1155400.0,4171.0,[],1150000,3,1,1,1,0,0,1
90731,828 W 19th St,MULTI_FAMILY,1979,465.536933,264.587744,7,3.0,2.4,[],[],[],0,898880.0,1191400.0,4763.0,"[('2015-12-07', 790500), ('2002-10-28', 530000)]",1150000,4,0,0,0,0,0,0
90008,3910 Westside Ave,SINGLE_FAMILY,1941,571.167644,164.066698,3,2.0,1.0,"['Tile', 'Vinyl', 'Wood']",['Forced Air'],['None'],1,80758.0,1118200.0,4429.0,[],1151500,2,0,1,1,0,0,1
91344,16631 Simonds St,SINGLE_FAMILY,2004,757.438159,225.940096,4,3.0,2.0,['Bamboo'],['Central'],['Central'],1,532613.0,1158700.0,4966.0,"[('2012-08-07', 450000), ('2004-04-09', 450000)]",1150000,6,1,1,1,0,0,1
91601,11689 Chandler Blvd,MULTI_FAMILY,1953,605.0047746600001,481.051734,12,6.0,2.0,[],"['Wall', 'Forced Air']","['Wall', 'Window Unit(s)', 'Air Conditioning']",0,501309.8,1176600.0,4573.0,[],1150000,6,1,1,0,0,0,0
91343,16814 Citronia St,SINGLE_FAMILY,1957,840.77215,199.184032,4,3.0,1.0,['Wood'],['Central'],['Central'],0,653925.0,1177400.0,4969.0,"[('2013-07-25', 555000)]",1150000,2,1,1,0,0,1,1
90039,2179 Ripple St,MULTI_FAMILY,1965,680.235766,331.106292,8,4.0,2.0,[],[],[],0,175377.0,,3217.0,[],1150000,8,1,1,0,0,0,0
90731,828-832 W 19th St,MULTI_FAMILY,1989,465.536933,264.77355,7,3.0,2.0,"['Carpet', 'Tile', 'Vinyl']",[],[],0,573718.4,1183100.0,4984.0,[],1150000,4,0,0,0,0,0,1
90019,1246 3/4 S Bronson Ave,SINGLE_FAMILY,2023,753.119655948,158.028003,3,4.0,4.0,"['Vinyl', 'Mixed', 'Other']",['Central'],['Central'],0,714503.0,1169200.0,4740.0,[],1150000,2,1,1,0,0,0,1
91406,17323 Victory Blvd,SINGLE_FAMILY,1950,604.79853,235.416202,5,4.0,1.0,[],['Solar'],['Central'],0,775200.0,1160400.0,6292.0,"[('2022-01-07', 760000), ('2000-11-28', 197000)]",1155000,0,1,1,0,0,0,1
91604,4240 Laurel Canyon Blvd UNIT 307,CONDO,2017,2281.214982,183.01891,3,3.0,2.6,['Wood'],['Central'],['Central'],0,1044430.0,1167100.0,6495.0,"[('2023-07-07', 1135000), ('2017-07-06', 955000)]",1150000,2,1,1,0,0,0,1
90037,1244 W 41st St,MULTI_FAMILY,1909,595.043715,302.306362,8,7.0,2.0,"['Tile', 'Vinyl']",['Wall'],['Whole House Fan'],0,582709.0,1182200.0,2184.0,"[('2012-06-12', 489000), ('2010-12-30', 153000), ('2010-10-19', 561219), ('2006-10-31', 555000), ('2003-11-06', 280000), ('2003-04-30', 175000)]",1150000,10,1,1,0,0,0,1
90062,1487 W 47th St,SINGLE_FAMILY,1912,531.033548,146.322225,3,1.0,1.0,"['Carpet', 'Laminate']",['Central'],['None'],1,550000.0,1187000.0,6675.0,"[('2022-12-30', 550000)]",1150000,1,0,1,1,0,0,1
90025,1717 Stoner Ave APT 110,TOWNHOUSE,1981,2466.5611700000004,155.891234,3,3.0,4.0,"['Laminate', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,428392.0,1163400.0,4981.0,"[('2000-03-02', 290000), ('1993-12-30', 212000)]",1151000,2,1,1,1,0,0,1
90041,5222 College View Ave,SINGLE_FAMILY,1947,616.740653232,150.874472,3,2.0,1.0,['Wood'],['Central'],['Central'],1,148722.0,1052000.0,4999.0,[],1150000,2,1,1,1,0,0,1
90049,1161 Amherst Ave APT 305,CONDO,1987,1026.283696,109.997152,2,3.0,3.0,"['Wood', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,759970.0,1187400.0,4214.0,"[('2013-12-04', 645000)]",1150000,2,1,1,1,0,0,1
90025,1630 Greenfield Ave APT 104,CONDO,1982,1508.264722,143.349329,2,2.0,4.0,"['Wood', 'Wood', 'Tile']",['Central'],['Central'],1,488064.0,1154100.0,4500.0,[],1150000,2,1,1,1,0,1,1
91311,20601 Mayall St,SINGLE_FAMILY,1965,717.768578,219.158177,5,3.0,1.0,[],['Central'],['Central'],0,1020000.0,1156300.0,4999.0,"[('2022-02-03', 1000000), ('2017-11-07', 660000), ('2005-01-04', 670000), ('2004-04-08', 525000)]",1150000,2,1,1,0,0,0,1
