zipcode,streetAddress,homeType,yearBuilt,lotAreaValue,livingAreaValue,bedrooms,bathrooms,stories,flooring,heating,cooling,fireplaceFeatures,taxAssessedValue,zestimate,rentZestimate,sold-history,price,parkingCapacity,hasCooling,hasHeating,hasFireplace,hasPrivatePool,hasSpa,hasView,log_lotAreaValue,log_livingAreaValue
90026,2128 Reservoir St,SINGLE_FAMILY,1895,719.530762104,164.43831,4,2.0,2.0,"['Carpet', 'Wood']",['Central'],['Central'],0,58903.0,,6995.0,[],1250000,3,1,1,0,0,0,1,2.857049366064742,2.2160030047086163
90732,1027 S Malgren Ave,SINGLE_FAMILY,1950,643.074566,207.080787,4,3.0,2.0,[],['Central'],['None'],1,142226.0,1280300.0,5058.0,[],1250000,2,0,1,1,0,0,1,2.8082613333049187,2.316139806827047
90035,1123 S Shenandoah St #302,CONDO,2023,1177.2683636363636,139.447403,3,3.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],0,643869.6,1282400.0,4981.0,[],1255000,2,1,1,0,0,0,1,3.0708754735158976,2.14441043059008
90027,4116 Camero Ave,SINGLE_FAMILY,1926,492.3859,130.0642,2,2.0,1.0,['Wood'],['Other'],['Central'],0,503435.0,1255900.0,5850.0,"[('2002-06-12', 310000), ('1996-10-16', 150000), ('1995-01-23', 112500)]",1250000,1,1,1,0,0,1,0,2.6923056079475987,2.1141577740250477
90732,27662 Faircliff Dr,SINGLE_FAMILY,2023,712.287301,207.359496,4,4.0,3.0,"['Carpet', 'Vinyl']",['Central'],['Central'],0,396326.4,1284300.0,4964.0,[],1254025,2,1,1,0,0,0,1,2.852655201603044,2.3167239286123507
91042,9455 Hillhaven Ave,SINGLE_FAMILY,1990,391.400339,237.83168,4,4.0,2.0,[],['Central'],['Central'],1,684315.0,1250300.0,7500.0,"[('2019-12-15', 575000), ('2014-11-14', 515000), ('2010-07-19', 467500), ('2009-11-17', 386750), ('2007-08-28', 630000), ('1994-04-08', 215000)]",1250000,2,1,1,1,0,0,1,2.5926211974736573,2.376269703658659
90016,5715 Bowesfield St,SINGLE_FAMILY,1948,590.84078328,181.625365,3,2.0,1.0,['Laminate'],['Central'],['None'],1,133469.0,1257400.0,5463.0,[],1252350,4,0,1,1,0,0,1,2.771470465214984,2.2591765000786954
90025,10400 La Grange Ave APT 302,CONDO,1982,774.9726712199999,237.274262,3,4.0,1.0,"['Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,541643.0,1280300.0,8696.0,[],1250000,2,1,1,1,0,1,1,2.8892863877351886,2.375250631274206
90024,10647 Ashton Ave #304,CONDO,2016,1115.314616,111.948115,2,2.0,1.0,"['Wood', 'Tile', 'Carpet']",['Central'],['Air Conditioning'],1,959342.0,1259100.0,5176.0,[],1250000,2,1,1,1,0,0,1,3.047397393589805,2.0490167852576966
90064,2587 S Bundy Dr,SINGLE_FAMILY,1940,543.492583524,122.724863,3,2.0,1.0,"['Wood', 'Tile', 'Linoleum']",['Forced Air'],['None'],1,83834.0,1254500.0,5595.0,[],1250000,4,0,1,1,0,0,1,2.7351936220992625,2.0889325559613368
90064,2647 S Bentley Ave,SINGLE_FAMILY,1925,434.042816,129.320976,3,2.0,1.0,['Vinyl'],['Central'],['None'],1,112061.0,,6000.0,[],1250000,2,0,1,1,0,0,1,2.637532572451153,2.1116689736213528
90044,1226 W Gage Ave,MULTI_FAMILY,1921,588.633408,263.194199,8,4.0,1.0,[],[],"['Central', 'Heat Pump']",0,520200.0,1289700.0,2600.0,"[('2022-04-26', 510000)]",1250000,0,1,0,0,0,0,1,2.7698449069282467,2.4202763128672466
91602,11406 Talia Ct,SINGLE_FAMILY,2019,175.958282,175.958282,3,4.0,1.0,[],['Other'],['Central'],0,1039358.0,1268100.0,6203.0,"[('2020-12-30', 999000)]",1250000,0,1,1,0,0,0,0,2.2454097130140642,2.2454097130140642
90732,1813 W Santa Cruz St,SINGLE_FAMILY,1957,1490.1660789715336,156.07704,3,2.0,1.0,"['Vinyl', 'Wood']",['Forced Air'],['Central'],1,262739.0,1277700.0,4168.0,[],1250000,2,1,1,1,0,0,1,3.1732346732186243,2.1933390200726723
90048,6421 W Olympic Blvd,SINGLE_FAMILY,1924,650.3295470759999,141.584172,3,2.0,1.0,['Wood'],['Forced Air'],"['Air Conditioning', 'Gas']",1,281002.0,1266900.0,6073.0,"[('1996-04-30', 176000), ('1996-01-25', 140000)]",1250000,2,1,1,1,0,0,1,2.8131334861938915,2.1510147053503914
90045,8021 Gonzaga Ave,SINGLE_FAMILY,1943,464.515,111.297794,3,2.0,1.0,[],[],['Central'],0,100563.0,1259900.0,5105.0,"[('2021-06-18', 4600)]",1250000,5,1,0,0,0,0,1,2.6669997426828282,2.0464865564001022
90034,3123 Oakhurst Ave,SINGLE_FAMILY,1947,464.515,104.330069,3,2.0,1.0,"['Laminate', 'Wood', 'Tile']",['Wall'],['None'],0,386272.0,1262500.0,4994.0,"[('1998-03-16', 252000)]",1250000,2,0,1,0,0,0,1,2.6669997426828282,2.0184094946082674
90731,529 W 21st St,MULTI_FAMILY,1964,464.422097,357.490744,9,5.0,1.0,[],[],[],0,537142.4,1259500.0,3033.0,[],1250000,3,0,0,0,0,0,0,2.6669128750994,2.553264801712585
91307,6707 Kentland Ave,SINGLE_FAMILY,1957,701.324747,175.493767,4,4.0,1.0,[],['Central'],['Central'],1,725000.0,1277700.0,5790.0,"[('2022-11-21', 725000)]",1255000,2,1,1,1,1,0,1,2.8459191637182935,2.244261696268643
90033,439 S Evergreen Ave,MULTI_FAMILY,1953,1167.114424,472.318852,10,8.0,1.0,[],"['Wall', 'Wall']",['Wall'],1,689592.0,1250700.0,2900.0,[],1250000,13,1,1,1,0,0,0,3.067113436401608,2.67423528022878
91607,12427 Cumpston St,SINGLE_FAMILY,1950,654.96615,130.900327,2,2.0,1.0,"['Carpet', 'Laminate', 'Tile']",['Central'],['Central'],1,97963.0,1266900.0,4300.0,[],1256500,2,1,1,1,0,0,1,2.8162188553382084,2.116940731456166
90291,13419 Zanja St,SINGLE_FAMILY,1953,348.838873416,105.90942,3,1.0,1.0,"['Marble', 'Tile', 'Wood']",['Central'],['Ceiling Fan(s)'],0,73451.0,1293600.0,5500.0,[],1250000,2,1,1,0,0,0,1,2.54262487525526,2.024934589683282
91344,12610 El Oro Way,SINGLE_FAMILY,1966,760.039443,217.207214,3,3.0,3.0,"['Laminate', 'Tile']",['Central'],['Central'],1,802343.0,1290700.0,4969.0,"[('2003-12-15', 550000)]",1250000,1,1,1,1,1,1,1,2.880836131008102,2.336874245172631
90019,1507 S Mansfield Ave,SINGLE_FAMILY,1922,572.932801,150.50286,4,3.0,1.0,[],['Central'],['Central'],1,942610.0,1273600.0,4800.0,"[('2017-04-14', 845000), ('2015-10-30', 649000), ('2013-12-06', 500000)]",1258000,2,1,1,1,0,0,1,2.7581036867731146,2.1775447528894407
91326,18976 Harnett St,SINGLE_FAMILY,1974,1231.7095932047748,171.313132,3,2.0,1.0,[],['Central'],['Central'],1,353733.0,1289700.0,4370.0,"[('2023-10-25', 1000000)]",1250000,6,1,1,1,0,1,1,3.090508323951991,2.23379065506442
91602,11406 W Talia Ct,SINGLE_FAMILY,2020,185.806,175.958282,3,4.0,3.0,[],['ENERGY STAR Qualified Equipment'],['ENERGY STAR Qualified Equipment'],1,423426.2,1268100.0,6086.0,[],1250000,0,0,0,0,0,0,0,2.2690597340107908,2.2454097130140642
90068,6345 Deep Dell Pl,SINGLE_FAMILY,1949,460.127377116,100.613949,2,1.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,1224000.0,1281300.0,4766.0,"[('2021-09-03', 1200000), ('2017-02-24', 782000), ('2001-01-31', 365000), ('1994-03-24', 253000)]",1250000,1,1,1,1,0,0,1,2.662878074118282,2.00265819497213
90033,2402 Malabar St,MULTI_FAMILY,1941,648.834552,645.118432,12,8.0,2.0,[],[],[],0,376593.0,1279400.0,3399.0,[],1250000,6,0,0,0,0,0,0,2.812133969044323,2.809639450515245
90031,3123 Johnston St,SINGLE_FAMILY,1924,1237.1251019999995,185.806,4,2.0,2.0,['Tile'],['Natural Gas'],['Air Conditioning'],0,443748.0,1291200.0,6000.0,"[('2016-05-27', 390000), ('2016-01-14', 270000), ('2003-03-20', 159000), ('2002-06-06', 194008), ('1999-12-27', 170000), ('1999-10-14', 75000), ('1999-03-31', 103446)]",1250000,1,1,1,0,0,0,1,3.0924136190803053,2.2690597340107908
90004,638 N Gramercy Pl,SINGLE_FAMILY,2014,273.972061836,163.787989,3,4.0,1.0,"['Carpet', 'Tile', 'Marble']",['Central'],['Central'],0,994603.0,1261900.0,4800.0,"[('2014-11-26', 861000)]",1250000,2,1,1,0,0,0,1,2.4377062781156913,2.2142820506461316
90045,8615 Ramsgate Ave,MULTI_FAMILY,1950,803.239338,256.783892,4,4.0,2.0,"['Carpet', 'Tile', 'Vinyl']",['Wall'],['None'],0,339457.0,1314600.0,10596.0,"[('1998-10-26', 225000)]",1250000,8,0,1,0,0,0,1,2.9048449695444427,2.4095677770489705
90019,1015 S Citrus Ave,SINGLE_FAMILY,1924,660.851369244,165.274437,3,2.0,1.0,"['Stone', 'Wood']",['Wall'],['Wall'],1,76987.0,1272200.0,4800.0,[],1250000,3,1,1,1,0,0,1,2.820103794167215,2.2182056864307347
91344,12700 Tyson Pl,SINGLE_FAMILY,1972,939.899651,283.447053,4,3.0,2.0,"['Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,196995.0,1287300.0,6000.0,[],1250000,2,1,1,1,0,0,1,2.9730814883408057,2.452471945989217
91364,4317 Morro Dr,SINGLE_FAMILY,1976,901.437809,210.704004,3,3.0,2.0,[],['Central'],['Central'],1,884563.0,1290900.0,6587.0,"[('2019-02-01', 825000), ('1998-02-17', 290000)]",1275000,4,1,1,1,0,0,1,2.954935769727531,2.3236727885676784
90042,1915 N Avenue 52,SINGLE_FAMILY,1950,935.632802016,90.766231,3,1.0,1.0,"['Wood', 'Tile', 'Cement', 'Carpet']",['Central'],['Central'],0,318612.0,1267700.0,3599.0,"[('2000-11-02', 220000), ('1997-10-24', 137000)]",1267000,2,1,1,0,0,0,1,2.9711054391790386,1.9579243020655828
91364,4411 Tepoca Rd,SINGLE_FAMILY,1947,396.045489,135.359671,3,3.0,1.0,[],['Central'],['Central'],0,618538.0,1290300.0,5924.0,"[('2023-03-02', 1079000), ('2019-01-08', 500000)]",1275000,0,1,1,0,0,0,1,2.5977450709939416,2.1314892901167997
91607,5741 Agnes Ave,SINGLE_FAMILY,1960,569.7971389439999,156.727361,3,2.0,1.0,"['Mixed', 'Wood', 'Tile']",['Central'],['Central'],1,1092420.0,1294000.0,5228.0,"[('2021-06-28', 1050000), ('2016-07-22', 640000), ('2008-09-08', 489000)]",1270000,5,1,1,1,1,0,1,2.7557202642366403,2.1951448209359348
91601,11343 Miranda St,LOT,1923,1275.5598668503214,109.62554,3,0.0,0.0,[],[],[],0,3510695.0,1231600.0,4764.0,"[('2015-12-07', 535000), ('1997-03-31', 137000), ('1996-09-03', 86000), ('1996-03-29', 67500), ('1995-12-05', 94050)]",1270000,0,0,0,0,0,0,0,3.1057008465072347,2.039911745652935
90028,6631 De Longpre Ave,MULTI_FAMILY,1930,541.469156184,139.168694,5,4.0,1.0,['Wood'],['Central'],"['Central', 'Air Conditioning']",1,1050005.0,1281000.0,4801.0,"[('2017-09-08', 950000)]",1275000,2,1,1,1,0,0,1,2.733573722862351,2.1435415517102574
91344,17310 Firma Ct,SINGLE_FAMILY,1961,1112.6077906336088,204.3866,3,3.0,1.0,"['Bamboo', 'Laminate', 'Tile', 'Wood']",['Central'],['Central'],1,320891.0,1314800.0,5286.0,"[('1997-03-14', 205000)]",1270000,3,1,1,1,1,0,1,3.0463420966054753,2.3104524191690157
91367,6168 Elba Pl,SINGLE_FAMILY,1960,913.23649,148.366091,4,3.0,1.0,"['Laminate', 'Stone']",['Central'],['Central'],0,710689.0,1294600.0,5925.0,"[('2004-09-24', 500000), ('2003-11-07', 430000), ('1995-09-25', 191500), ('1995-04-20', 175000)]",1260000,2,1,1,0,1,1,1,2.9605832561789454,2.1713346544852925
91601,5732 N Canvas Ct,SINGLE_FAMILY,2023,198.440808,198.440808,3,4.0,3.0,[],[],"['Central', 'Zoned']",0,366039.2,1306200.0,4974.0,[],1270000,2,1,0,0,0,0,1,2.297630986703328,2.297630986703328
90049,11921 Dorothy St APT 303,CONDO,2000,1370.671482,165.36734,3,3.0,1.0,"['Laminate', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,1286639.0,1268200.0,6199.0,"[('2018-10-19', 1200000), ('2015-04-23', 965000), ('2005-02-17', 899000), ('2002-03-21', 579000)]",1265000,2,1,1,1,0,0,1,3.1369333769988472,2.2184497406557036
91367,24142 Califa St,SINGLE_FAMILY,1964,1212.5715500459137,187.292448,4,2.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,384791.0,1293100.0,5587.0,"[('1996-03-01', 241000)]",1262500,2,1,1,1,1,0,1,3.0837073743863166,2.2725202661202974
90210,9861 Easton Dr,SINGLE_FAMILY,1928,544.7066399280001,101.821688,2,2.0,2.0,"['Wood', 'Tile']",['Central'],['Central'],1,1196460.0,1284700.0,5781.0,"[('2021-05-25', 1150000), ('2018-03-19', 1025000)]",1275000,2,1,1,1,0,0,1,2.7361626693185053,2.00784029249516
90025,1544 Camden Ave APT 301,CONDO,2007,627.2624754,129.13517,2,3.0,1.0,"['Wood', 'Mixed', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,971630.0,1281000.0,4495.0,"[('2008-10-22', 785000)]",1270000,2,1,1,1,0,0,1,2.7974493076008384,2.1110445386009045
90018,3704 Grayburn Ave,SINGLE_FAMILY,1940,548.34880914,134.059029,3,2.0,1.0,"['Terrazzo', 'Wood']",['Central'],['Central'],1,290580.0,1269600.0,4929.0,"[('2023-04-07', 800000), ('1996-06-28', 182000)]",1265000,6,1,1,1,0,0,1,2.7390569046409716,2.127296069440304
90292,4766 La Villa Mari,CONDO,1967,6183.910518365473,146.972546,2,2.0,1.0,[],['Other'],[],0,465324.0,1354100.0,4726.0,"[('2023-08-15', 900000), ('1999-09-28', 315000)]",1270000,0,0,1,0,0,0,0,3.7912631966830257,2.167236217508467
90292,4766 La Villa Marina UNIT F,TOWNHOUSE,1967,6185.62551,146.972546,2,3.0,2.0,['Wood'],['Central'],['Central'],0,537259.0,1299400.0,4950.0,[],1270000,2,1,1,0,0,1,1,3.7913836234163245,2.167236217508467
90065,3787 Glenalbyn Dr,SINGLE_FAMILY,2023,522.579375,224.453648,3,3.0,3.0,[],[],['Central'],0,662042.0,1319800.0,5500.0,"[('2018-01-25', 175000), ('2003-11-18', 20000), ('2002-04-29', 4000), ('1998-06-17', 35000), ('1995-03-09', 37000)]",1267000,2,1,0,0,0,0,1,2.7181522651302097,2.3511266682959038
90049,11838 Kiowa Ave APT 101,CONDO,1991,685.5371827920001,111.948115,2,2.0,1.0,['Travertine'],['Central'],['Central'],1,1082921.0,1270900.0,4128.0,"[('2019-02-07', 1010000), ('2014-07-03', 749000), ('2007-06-15', 690000), ('2000-03-27', 340000), ('1995-04-12', 239000)]",1260000,2,1,1,1,0,0,1,2.836031015425235,2.0490167852576966
91423,13846 La Maida St,SINGLE_FAMILY,1948,551.990978352,101.914591,3,1.0,1.0,['Wood'],['Central'],"['Air Conditioning', 'Central']",1,404724.0,1306400.0,3999.0,"[('2006-05-19', 719000), ('2003-07-31', 477000), ('2001-04-24', 275000)]",1273000,2,1,1,1,0,0,1,2.741931979751007,2.0082363659215208
90008,4118 4th Ave,SINGLE_FAMILY,1929,494.058154,194.16727,4,3.0,1.0,[],['Central'],['Central'],1,473434.0,1288200.0,4999.0,"[('2023-06-01', 900000), ('2013-04-18', 400000), ('2012-11-30', 289000), ('2011-02-15', 306000)]",1275000,2,1,1,1,0,0,1,2.693778071342358,2.2881760244578637
90032,2931 Adkins Ave,SINGLE_FAMILY,1958,538.094176,179.116984,4,3.0,2.0,['Wood'],['Central'],"['Central', 'Dual']",0,236321.0,1309300.0,4496.0,"[('2000-05-12', 134000)]",1270000,2,1,1,0,0,0,1,2.7308582915359,2.2531367679136216
90230,11838 Marshall St,SINGLE_FAMILY,1947,880.906246,115.292623,3,2.0,1.0,[],[],['None'],1,93730.0,1306400.0,4958.0,"[('2023-10-18', 1150500)]",1269000,2,0,0,1,0,0,1,2.9449296893297476,2.0618015198455395
91364,22548 Margarita Dr,SINGLE_FAMILY,1965,1094.02716620753,163.973795,3,3.0,2.0,['Wood'],['Central'],['Central'],1,611420.0,1282100.0,4657.0,"[('2010-05-18', 30000), ('2003-03-07', 415000), ('1999-09-02', 287000)]",1270000,2,1,1,1,1,1,1,3.039028106263903,2.214774448070651
91307,22631 Gilmore St,SINGLE_FAMILY,1958,697.273061364,196.396942,4,2.0,1.0,"['Laminate', 'Other']","['Central', 'Forced Air']","['Air Conditioning', 'Central']",1,830427.0,1320900.0,5266.0,"[('2020-05-26', 790000), ('2019-08-14', 650000)]",1275000,2,1,1,1,0,0,1,2.8434028868785752,2.293134721318217
91405,15016 Kittridge St,SINGLE_FAMILY,1951,638.522319,220.273013,5,5.0,1.0,"['Laminate', 'Tile']",['Central'],['Central'],0,856043.0,1280000.0,5286.0,"[('2018-12-06', 575000), ('2014-03-18', 413000), ('2013-08-19', 388000)]",1275000,0,1,1,0,0,0,1,2.8051760822558696,2.342961292324998
90067,2142 Century Park Ln APT 215,CONDO,1989,54762.514206,176.794409,3,3.0,1.0,"['Carpet', 'Laminate']",['Central'],['Ceiling Fan(s)'],1,249085.0,1272600.0,6999.0,"[('2004-02-27', 855000), ('2003-09-19', 775000)]",1267500,2,1,1,1,0,0,1,4.7384833788470235,2.24746852663383
90230,4706 Sanford Dr,SINGLE_FAMILY,1949,557.656574904,127.091304,3,2.0,1.0,['Mixed'],['Other'],['Other'],0,322730.0,1301500.0,5963.0,[],1270000,1,1,1,0,0,0,1,2.746366827002154,2.104115835730907
90732,27677 Grandview Way,SINGLE_FAMILY,2023,472.318852,207.359496,4,4.0,3.0,"['Carpet', 'Vinyl']",['Central'],['Central'],0,694262.2,1268100.0,4999.0,[],1267000,2,1,1,0,0,0,1,2.67423528022878,2.3167239286123507
90024,875 Comstock Ave APT 3B,CONDO,1961,7902.303522000001,157.842197,2,2.0,1.0,['Wood'],['Central'],['Central'],0,1044858.0,1275500.0,7143.0,"[('2019-02-15', 974500)]",1265000,2,1,1,0,0,0,1,3.8977537066157626,2.1982231172158553
91606,6212 Cleon Ave,SINGLE_FAMILY,1950,608.51465,238.853613,4,2.0,2.0,['Laminate'],"['Central', 'Fireplace(s)']",['Central'],1,733481.0,1279700.0,5695.0,"[('2020-08-05', 705000)]",1275000,2,1,1,1,0,0,1,2.7842710383385927,2.37813181498967
91367,23900 Califa St,SINGLE_FAMILY,1961,1165.4696671258034,193.23824,3,3.0,1.0,"['Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,772691.0,1301300.0,5798.0,"[('2015-04-14', 653000), ('2001-06-27', 390500), ('1998-03-06', 280000)]",1270000,5,1,1,1,1,1,1,3.0665009749211087,2.286093073309571
90064,10754 National Blvd,CONDO,1980,7289.608918,170.94152,3,3.0,1.0,['Wood'],['Central'],"['Air Conditioning', 'Central']",1,427167.0,1265900.0,5500.0,"[('1999-06-01', 283500), ('1995-04-06', 255000)]",1260000,2,1,1,1,0,0,1,3.862704229372774,2.232847561356346
91307,6700 Royer Ave,SINGLE_FAMILY,1957,696.865403,168.247333,4,2.0,2.0,['Wood'],"['Natural Gas', 'Central', 'Fireplace(s)']",['Central'],1,334912.0,1193400.0,4627.0,"[('2023-12-29', 865000), ('1995-02-01', 201000)]",1260000,2,1,1,1,0,0,0,2.843148903809378,2.225948188660868
90041,5339 Loleta Ave,SINGLE_FAMILY,1955,696.7725,148.923509,3,2.0,1.0,[],['Other'],[],0,152834.0,1294600.0,4994.0,[],1263500,1,0,1,0,0,0,0,2.8430910017385096,2.1729632607009544
90292,4340 Glencoe Ave UNIT 4,TOWNHOUSE,1974,51301.234848,143.720941,2,3.0,2.0,[],['Central'],['Central'],1,403824.0,1262400.0,5352.0,[],1262000,2,1,1,1,0,0,1,4.710127818936728,2.157520052046177
91335,19161 Ingomar St,SINGLE_FAMILY,1942,2035.8790183654733,168.340236,4,2.0,1.0,['Laminate'],[],[],1,422648.0,1286700.0,4439.0,"[('1996-10-18', 270000)]",1275000,2,1,0,1,0,0,0,3.3087519665834866,2.226187931687604
91367,(Undisclosed Address),SINGLE_FAMILY,1959,1056.23046,207.17369,4,3.0,1.0,"['Travertine', 'Laminate', 'Stone', 'Marble']","['Central', 'Natural Gas']","['Air Conditioning', 'Central', 'Ceiling Fan(s)']",1,693766.4,1275600.0,6675.0,"[('2004-06-03', 600000), ('2001-01-03', 380500)]",1259000,3,1,1,1,1,1,1,3.0237586876924976,2.31633460139497
91344,17342 San Fernando Mission Blvd,SINGLE_FAMILY,1953,1502.522194214876,219.808498,4,2.0,1.0,[],['Central'],['Central'],1,249890.0,1285100.0,5500.0,[],1275000,2,1,1,1,1,0,1,3.176820895818778,2.342044478638721
91304,23433 Jonathan St,SINGLE_FAMILY,1965,1023.8853089990818,215.627863,4,3.0,1.0,['Carpet'],"['Natural Gas', 'Central']",['Central'],1,682219.0,1283700.0,5186.0,[],1270000,2,1,1,1,1,0,0,3.0102513116608614,2.3337048788027275
90292,13206 Admiral Ave UNIT F,TOWNHOUSE,1968,7766.329026,153.940271,2,3.0,3.0,[],['Central'],['None'],1,140171.0,1270700.0,5200.0,"[('2023-09-26', 1060000)]",1270000,2,0,1,1,0,0,1,3.8902157857914417,2.1873522467661464
90042,5921 Annan Way,SINGLE_FAMILY,1911,356.74752,94.76106,2,1.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,492559.0,1274600.0,4281.0,"[('2012-01-19', 408000), ('2004-01-23', 354000), ('2003-09-08', 253000), ('1997-09-19', 100000), ('1997-07-03', 89250), ('1994-05-27', 145000)]",1270000,0,1,1,1,0,0,1,2.5523609627143404,1.9766299101087272
90094,5935 Playa Vista Dr APT 201,CONDO,2004,4029.863188,127.370013,2,2.0,1.0,['Wood'],['Central'],"['Central', 'Air Conditioning']",1,761757.0,1222600.0,4800.0,"[('2013-05-01', 144500), ('2008-05-22', 625500)]",1275000,2,1,1,1,0,0,1,3.6052903022936573,2.105067193136322
90025,11540 Rochester Ave UNIT 203,CONDO,2004,819.4880727,167.597012,3,3.0,1.0,"['Carpet', 'Wood', 'Mixed']",['Central'],['Central'],1,1120755.0,1299900.0,5198.0,"[('2016-05-12', 985000), ('2004-04-15', 729000)]",1280000,2,1,1,1,0,0,1,2.9135426369812345,2.2242662715527324
91326,10401 Amigo Ave,SINGLE_FAMILY,1961,1061.04655785124,216.371087,5,3.0,1.0,[],['Central'],['Central'],0,428832.0,1334100.0,5350.0,"[('2003-03-06', 397772)]",1299999,2,1,1,0,0,0,1,3.0257344408045093,2.3351992268814903
91367,24324 Hatteras St,SINGLE_FAMILY,1964,1308.7262814508722,179.860208,3,2.0,1.0,"['Carpet', 'Laminate']","['Central', 'Forced Air']","['Central', 'Gas']",1,126615.0,1317100.0,5500.0,[],1300000,6,1,1,1,1,0,1,3.116848823872498,2.2549350913191843
90069,817 N Alfred St APT 302,CONDO,2009,1254.121914,159.978966,2,3.0,1.0,"['Wood', 'Carpet']",['Central'],['Central'],0,1287690.0,1304800.0,6499.0,"[('2019-08-02', 1225000), ('2011-02-09', 695000)]",1280000,2,1,1,0,0,0,1,3.0983397565934996,2.2040628854644457
91601,5216 Satsuma Ave,SINGLE_FAMILY,1936,706.527315,181.16085,4,2.0,2.0,[],['Central'],['Central'],0,261881.0,1301000.0,6287.0,"[('1996-11-21', 172500)]",1295000,2,1,1,0,0,0,1,2.849128956735827,2.258064349709328
91411,5248 Segals Way,SINGLE_FAMILY,2023,210.982713,210.982713,4,4.0,3.0,[],['Central'],['Central'],0,882630.4,1302600.0,5500.0,[],1287000,2,1,1,0,0,0,1,2.324246872566545,2.324246872566545
90035,1167 Roxbury Dr APT 108,CONDO,1974,2148.4779740000004,153.197047,2,3.0,1.0,['Wood'],['Central'],['Central'],1,1040400.0,1295800.0,5233.0,"[('2020-07-17', 1000000), ('2016-02-05', 850000)]",1279000,2,1,1,1,0,0,1,3.3321309056953736,2.1852503939913284
91602,10207 Camarillo St,SINGLE_FAMILY,1940,707.390198064,134.523544,2,2.0,1.0,"['Carpet', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,70163.0,1324100.0,5429.0,[],1280000,4,1,1,1,0,0,1,2.849659037728931,2.128798300207938
90038,843 N Cherokee Ave,SINGLE_FAMILY,1922,581.1283320480001,124.675826,2,1.0,1.0,['Wood'],['Forced Air'],['None'],1,329997.0,1324100.0,4128.0,[],1280000,2,0,1,1,0,0,1,2.7642720493368285,2.095782254179783
90292,13078 Mindanao Way APT 102,CONDO,1980,50065.72849,181.346656,2,2.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,775570.4,1310700.0,5540.0,"[('2018-04-30', 1105000), ('2015-01-30', 880000)]",1295000,2,1,1,1,0,0,1,4.699540539823982,2.2585095516774825
90041,1860 Chickasaw Ave,SINGLE_FAMILY,1928,255.356530308,92.159776,3,2.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],0,156908.0,1323500.0,4028.0,"[('2023-08-16', 790000)]",1278000,1,1,1,0,0,0,1,2.4071469686746814,1.9645414105009882
91304,23413 Covello St,SINGLE_FAMILY,1964,1106.5690876951328,218.507856,5,3.0,1.0,[],['Central'],['Central'],1,695165.0,1323000.0,5325.0,"[('2013-08-30', 590000), ('1999-09-27', 350000)]",1300000,2,1,1,1,0,0,1,3.0439785339145145,2.3394670557509105
91367,5658 Winnetka Ave,SINGLE_FAMILY,1953,2156.6530771349862,187.292448,3,2.0,1.0,"['Carpet', 'Laminate', 'Wood']",['Central'],['Wall'],1,159245.0,1346300.0,5439.0,[],1300000,0,1,1,1,0,0,1,3.333780289375368,2.2725202661202974
91307,7210 Darnoch Way,SINGLE_FAMILY,1973,1445.2009678604225,167.2254,4,3.0,2.0,['Laminate'],"['Central', 'Electric']","['Central', 'Electric']",1,1415000.0,1320700.0,4616.0,"[('2022-11-02', 1415000), ('2022-05-11', 975000), ('2021-09-13', 750000), ('2001-12-28', 279000), ('1998-12-14', 273500), ('1994-02-11', 240000)]",1280000,2,1,1,1,1,1,1,3.1599282437459015,2.2233022434501155
91326,11764 Doral Ave,SINGLE_FAMILY,1977,904.317802,205.036921,4,3.0,2.0,[],['Central'],['Central'],1,1122000.0,1301900.0,5175.0,"[('2022-06-27', 1100000), ('2001-08-21', 358500)]",1285000,2,1,1,1,1,0,1,2.9563210802542974,2.311832071508465
90068,7102 Pacific View Dr,SINGLE_FAMILY,1948,500.932976,111.762309,2,1.0,1.0,[],['Other'],[],0,218957.0,1401900.0,5855.0,[],1277500,1,0,1,0,0,0,0,2.699779621874073,2.0482953656866543
90068,2768 Wright Ln,SINGLE_FAMILY,2015,315.498588,203.829182,3,4.0,3.0,[],['Central'],['Central'],0,767968.8,1335000.0,7558.0,[],1298000,2,1,1,0,0,0,1,2.498997419918725,2.309266361585502
90230,11401 Barman Ave,SINGLE_FAMILY,1952,467.007030072,133.78032,3,2.0,1.0,"['Bamboo', 'Tile']","['Central', 'Natural Gas']","['Air Conditioning', 'Ceiling Fan(s)', 'Central']",1,1104579.0,1324100.0,5981.0,"[('2017-12-06', 1010000), ('2009-07-21', 480000)]",1299000,2,1,1,1,0,0,1,2.6693234182502596,2.1263922304420593
